,index,CTYNAME,GDP2019,CTYNAME,POPESTIMATE2019
1539,1566.0,Daviess,"171,701",Dallas County,16984
1540,1567.0,DeKalb,"297,239",Daviess County,8273
1541,1568.0,Dent,"346,832",DeKalb County,10802
1542,1569.0,Douglas,"198,365",Dent County,15548
1543,1570.0,Dunklin,"686,935",Douglas County,13248
1544,1571.0,Franklin,"4,231,890",Dunklin County,29173
1545,1572.0,Gasconade,"432,845",Franklin County,103860
1546,1573.0,Gentry,"225,703",Gasconade County,14671
1547,1574.0,Greene,"15,402,263",Gentry County,6564
1548,1575.0,Grundy,"328,426",Greene County,293499
1549,1576.0,Harrison,"229,958",Grundy County,9780
1550,1577.0,Henry,"645,737",Harrison County,8346
1551,1578.0,Hickory,"135,172",Henry County,21971
1552,1579.0,Holt,"231,480",Hickory County,9496
1553,1580.0,Howard,"209,628",Holt County,4387
1554,1581.0,Howell,"1,148,568",Howard County,9982
1555,1582.0,Iron,"426,690",Howell County,40084
1556,1583.0,Jackson,"43,134,462",Iron County,10152
1557,1584.0,Jasper,"5,038,849",Jackson County,704350
1558,1585.0,Jefferson,"4,766,570",Jasper County,121228
1559,1586.0,Johnson,"1,664,977",Jefferson County,225402
1560,1587.0,Knox,"123,389",Johnson County,54187
1561,1588.0,Laclede,"1,128,475",Knox County,3957
1562,1589.0,Lafayette,"751,965",Laclede County,35869
1563,1590.0,Lawrence,"825,513",Lafayette County,32774
1564,1591.0,Lewis,"216,083",Lawrence County,38288
1565,1592.0,Lincoln,"1,164,851",Lewis County,9787
1566,1593.0,Linn,"380,959",Lincoln County,59040
1567,1594.0,Livingston,"534,086",Linn County,11906
1568,1595.0,McDonald,"692,997",Livingston County,14982
1569,1596.0,Macon,"516,095",McDonald County,22912
1570,1597.0,Madison,"270,617",Macon County,15111
1571,1598.0,Maries,"164,529",Madison County,12118
1572,1599.0,Marion,"1,080,989",Maries County,8751
1573,1600.0,Mercer,"104,194",Marion County,28543
1574,1601.0,Miller,"629,216",Mercer County,3619
1575,1602.0,Mississippi,"328,206",Miller County,25607
1576,1603.0,Moniteau,"400,525",Mississippi County,13208
1577,1604.0,Monroe,"177,180",Moniteau County,15816
1578,1605.0,Montgomery,"338,713",Monroe County,8627
1579,1606.0,Morgan,"482,472",Montgomery County,11472
1580,1607.0,New Madrid,"976,781",Morgan County,20720
1581,1608.0,Newton,"1,925,849",New Madrid County,17052
1582,1609.0,Nodaway,"646,988",Newton County,58329
1583,1610.0,Oregon,"193,629",Nodaway County,22089
1584,1611.0,Osage,"388,952",Oregon County,10517
1585,1612.0,Ozark,"121,953",Osage County,13621
1586,1613.0,Pemiscot,"394,824",Ozark County,9155
1587,1614.0,Perry,"1,045,299",Pemiscot County,15864
1588,1615.0,Pettis,"1,580,227",Perry County,19164
1589,1616.0,Phelps,"1,427,548",Pettis County,42417
1590,1617.0,Pike,"467,064",Phelps County,44593
1591,1618.0,Platte,"6,469,564",Pike County,17678
1592,1619.0,Polk,"732,208",Platte County,104726
1593,1620.0,Pulaski,"2,067,648",Polk County,32228
1594,1621.0,Putnam,"121,369",Pulaski County,52634
1595,1622.0,Ralls,"520,737",Putnam County,4688
1596,1623.0,Randolph,"1,110,972",Ralls County,10292
1597,1624.0,Ray,"470,928",Randolph County,24839
1598,1625.0,Reynolds,"241,333",Ray County,23024
1599,1626.0,Ripley,"197,631",Reynolds County,6288
1600,1627.0,St. Charles,"15,975,675",Ripley County,13343
1601,1628.0,St. Clair,"141,651",St. Charles County,401625
1602,1629.0,Ste. Genevieve,"592,628",St. Clair County,9450
1603,1630.0,St. Francois,"1,584,545",Ste. Genevieve County,17957
1604,1631.0,St. Louis,"73,216,063",St. Francois County,66942
1605,1632.0,Saline,"838,856",St. Louis County,995467
1606,1633.0,Schuyler,"88,469",Saline County,22827
1607,1634.0,Scotland,"135,088",Schuyler County,4632
1608,1635.0,Scott,"1,480,889",Scotland County,4936
1609,1636.0,Shannon,"131,193",Scott County,38416
1610,1637.0,Shelby,"145,616",Shannon County,8177
1611,1638.0,Stoddard,"960,267",Shelby County,5923
1612,1639.0,Stone,"674,453",Stoddard County,29096
1613,1640.0,Sullivan,"469,339",Stone County,32002
1614,1641.0,Taney,"2,298,222",Sullivan County,6061
1615,1642.0,Texas,"498,294",Taney County,56057
1616,1643.0,Vernon,"783,290",Texas County,25383
1617,1644.0,Warren,"809,374",Vernon County,20654
1618,1645.0,Washington,"353,496",Warren County,35716
1619,1646.0,Wayne,"203,305",Washington County,24743
1620,1647.0,Webster,"698,481",Wayne County,12904
1621,1648.0,Worth,"59,718",Webster County,39644
1622,1649.0,Wright,"300,443",Worth County,1989
1623,1650.0,St. Louis City,"26,972,663",Wright County,18329
1624,1652.0,Montana,"46,788,047",St. Louis city,300887
1625,1653.0,Beaverhead,"414,564",Montana,1070123
1626,1654.0,Big Horn,"836,632",Beaverhead County,9474
1627,1655.0,Blaine,"179,601",Big Horn County,13248
1628,1656.0,Broadwater,"179,006",Blaine County,6704
1629,1657.0,Carbon,"356,067",Broadwater County,6203
1630,1658.0,Carter,"47,247",Carbon County,10703
1631,1659.0,Cascade,"3,360,305",Carter County,1245
1632,1660.0,Chouteau,"265,710",Cascade County,81393
1633,1661.0,Custer,"429,174",Chouteau County,5681
1634,1662.0,Daniels,"92,786",Custer County,11361
1635,1663.0,Dawson,"388,339",Daniels County,1646
1636,1664.0,Deer Lodge,"244,118",Dawson County,8638
1637,1665.0,Fallon,"219,722",Deer Lodge County,9207
1638,1666.0,Fergus,"460,431",Fallon County,2878
1639,1667.0,Flathead,"3,803,189",Fergus County,11032
1640,1668.0,Gallatin,"5,681,075",Flathead County,103880
1641,1669.0,Garfield,"36,695",Gallatin County,114472
1642,1670.0,Glacier,"454,195",Garfield County,1272
1643,1671.0,Golden Valley,"26,100",Glacier County,13701
1644,1672.0,Granite,"95,758",Golden Valley County,827
1645,1673.0,Hill,"707,555",Granite County,3335
1646,1674.0,Jefferson,"254,886",Hill County,16494
1647,1675.0,Judith Basin,"109,019",Jefferson County,12211
1648,1676.0,Lake,"743,490",Judith Basin County,2010
1649,1677.0,Lewis and Clark,"3,181,806",Lake County,30586
1650,1678.0,Liberty,"238,216",Lewis and Clark County,69578
1651,1679.0,Lincoln,"513,071",Liberty County,2386
1652,1680.0,McCone,"91,490",Lincoln County,20099
1653,1681.0,Madison,"452,720",McCone County,1649
1654,1682.0,Meagher,"63,779",Madison County,8749
1655,1683.0,Mineral,"90,725",Meagher County,1841
1656,1684.0,Missoula,"5,058,473",Mineral County,4422
1657,1685.0,Musselshell,"280,330",Missoula County,120066
1658,1686.0,Park,"553,023",Musselshell County,4626
1659,1687.0,Petroleum,"17,467",Park County,16612
1660,1688.0,Phillips,"124,813",Petroleum County,497
1661,1689.0,Pondera,"254,349",Phillips County,3955
1662,1690.0,Powder River,"128,802",Pondera County,5858
1663,1691.0,Powell,"204,717",Powder River County,1688
1664,1692.0,Prairie,"42,010",Powell County,6854
1665,1693.0,Ravalli,"1,028,184",Prairie County,1064
1666,1694.0,Richland,"971,753",Ravalli County,44149
1667,1695.0,Roosevelt,"430,092",Richland County,10943
1668,1696.0,Rosebud,"822,307",Roosevelt County,11027
1669,1697.0,Sanders,"312,130",Rosebud County,8955
1670,1698.0,Sheridan,"161,902",Sanders County,11946
1671,1699.0,Silver Bow,"1,373,204",Sheridan County,3318
1672,1700.0,Stillwater,"630,901",Silver Bow County,34901
1673,1701.0,Sweet Grass,"234,806",Stillwater County,9671
1674,1702.0,Teton,"253,241",Sweet Grass County,3717
1675,1703.0,Toole,"347,247",Teton County,6150
1676,1704.0,Treasure,"92,761",Toole County,4709
1677,1705.0,Valley,"282,412",Treasure County,697
1678,1706.0,Wheatland,"90,823",Valley County,7390
1679,1707.0,Wibaux,"46,523",Wheatland County,2102
1680,1708.0,Yellowstone,"8,821,423",Wibaux County,954
1681,1710.0,Nebraska,"118,286,500",Yellowstone County,161349
1682,1711.0,Adams,"1,760,031",Nebraska,1932571
1683,1712.0,Antelope,"517,205",Adams County,31309
1684,1713.0,Arthur,"21,336",Antelope County,6317
1685,1714.0,Banner,"47,381",Arthur County,468
1686,1715.0,Blaine,"36,270",Banner County,757
1687,1716.0,Boone,"421,853",Blaine County,455
1688,1717.0,Box Butte,"571,373",Boone County,5176
1689,1718.0,Boyd,"126,020",Box Butte County,10786
1690,1719.0,Brown,"243,081",Boyd County,1894
1691,1720.0,Buffalo,"2,792,335",Brown County,2966
1692,1721.0,Burt,"317,430",Buffalo County,49823
1693,1722.0,Butler,"290,005",Burt County,6494
1694,1723.0,Cass,"743,350",Butler County,7990
1695,1724.0,Cedar,"374,790",Cass County,26186
1696,1725.0,Chase,"321,241",Cedar County,8420
1697,1726.0,Cherry,"297,528",Chase County,3901
1698,1727.0,Cheyenne,"509,923",Cherry County,5757
1699,1728.0,Clay,"311,115",Cheyenne County,9011
1700,1729.0,Colfax,"665,034",Clay County,6219
1701,1730.0,Cuming,"949,094",Colfax County,10677
1702,1731.0,Custer,"706,323",Cuming County,8818
1703,1732.0,Dakota,"1,411,263",Custer County,10796
1704,1733.0,Dawes,"263,643",Dakota County,20100
1705,1734.0,Dawson,"1,476,349",Dawes County,8557
1706,1735.0,Deuel,"76,347",Dawson County,23571
1707,1736.0,Dixon,"266,808",Deuel County,1816
1708,1737.0,Dodge,"1,932,783",Dixon County,5636
1709,1738.0,Douglas,"44,338,074",Dodge County,36444
1710,1739.0,Dundy,"190,969",Douglas County,570860
1711,1740.0,Fillmore,"349,192",Dundy County,1686
1712,1741.0,Franklin,"74,903",Fillmore County,5484
1713,1742.0,Frontier,"85,717",Franklin County,2945
1714,1743.0,Furnas,"221,628",Frontier County,2631
1715,1744.0,Gage,"889,545",Furnas County,4690
1716,1745.0,Garden,"76,454",Gage County,21542
1717,1746.0,Garfield,"83,745",Garden County,1822
1718,1747.0,Gosper,"89,733",Garfield County,1970
1719,1748.0,Grant,"31,606",Gosper County,1978
1720,1749.0,Greeley,"100,445",Grant County,631
1721,1750.0,Hall,"3,212,198",Greeley County,2368
1722,1751.0,Hamilton,"633,458",Hall County,61454
1723,1752.0,Harlan,"212,834",Hamilton County,9285
1724,1753.0,Hayes,"100,373",Harlan County,3372
1725,1754.0,Hitchcock,"130,202",Hayes County,911
1726,1755.0,Holt,"635,362",Hitchcock County,2759
1727,1756.0,Hooker,"33,798",Holt County,10084
1728,1757.0,Howard,"234,212",Hooker County,668
1729,1758.0,Jefferson,"398,966",Howard County,6423
1730,1759.0,Johnson,"165,609",Jefferson County,7020
1731,1760.0,Kearney,"338,207",Johnson County,5050
1732,1761.0,Keith,"377,237",Kearney County,6607
1733,1762.0,Keya Paha,"36,479",Keith County,8021
1734,1763.0,Kimball,"151,373",Keya Paha County,784
1735,1764.0,Knox,"445,193",Kimball County,3597
1736,1765.0,Lancaster,"17,483,605",Knox County,8337
1737,1766.0,Lincoln,"2,231,277",Lancaster County,318403
1738,1767.0,Logan,"33,083",Lincoln County,34856
1739,1768.0,Loup,"45,368",Logan County,750
1740,1769.0,McPherson,"26,537",Loup County,659
1741,1770.0,Madison,"2,280,178",McPherson County,493
1742,1771.0,Merrick,"382,422",Madison County,35059
1743,1772.0,Morrill,"483,373",Merrick County,7818
1744,1773.0,Nance,"111,974",Morrill County,4624
1745,1774.0,Nemaha,"659,361",Nance County,3482
1746,1775.0,Nuckolls,"240,529",Nemaha County,6943
1747,1776.0,Otoe,"1,149,045",Nuckolls County,4152
1748,1777.0,Pawnee,"101,978",Otoe County,15993
1749,1778.0,Perkins,"296,171",Pawnee County,2639
1750,1779.0,Phelps,"832,277",Perkins County,2884
1751,1780.0,Pierce,"335,916",Phelps County,8991
1752,1781.0,Platte,"2,401,176",Pierce County,7136
1753,1782.0,Polk,"283,483",Platte County,33413
1754,1783.0,Red Willow,"492,055",Polk County,5154
1755,1784.0,Richardson,"336,173",Red Willow County,10720
1756,1785.0,Rock,"94,664",Richardson County,7854
1757,1786.0,Saline,"959,787",Rock County,1370
1758,1787.0,Sarpy,"7,951,490",Saline County,14194
1759,1788.0,Saunders,"712,096",Sarpy County,186893
1760,1789.0,Scotts Bluff,"1,598,698",Saunders County,21562
1761,1790.0,Seward,"703,393",Scotts Bluff County,35582
1762,1791.0,Sheridan,"293,705",Seward County,17318
1763,1792.0,Sherman,"106,628",Sheridan County,5229
1764,1793.0,Sioux,"91,998",Sherman County,2984
1765,1794.0,Stanton,"330,215",Sioux County,1158
1766,1795.0,Thayer,"356,595",Stanton County,5932
1767,1796.0,Thomas,"38,106",Thayer County,4976
1768,1797.0,Thurston,"401,383",Thomas County,723
1769,1798.0,Valley,"268,900",Thurston County,7234
1770,1799.0,Washington,"1,154,435",Valley County,4117
1771,1800.0,Wayne,"404,290",Washington County,20683
1772,1801.0,Webster,"251,236",Wayne County,9413
1773,1802.0,Wheeler,"132,591",Webster County,3465
1774,1803.0,York,"739,948",Wheeler County,780
1775,1805.0,Nevada,"156,828,838",York County,13612
1776,1806.0,Churchill,"1,089,140",Nevada,3090771
1777,1807.0,Clark,"112,479,170",Churchill County,25048
1778,1808.0,Douglas,"2,392,556",Clark County,2275884
1779,1809.0,Elko,"2,658,854",Douglas County,48998
1780,1810.0,Esmeralda,"40,443",Elko County,52880
1781,1811.0,Eureka,"1,508,698",Esmeralda County,870
1782,1812.0,Humboldt,"1,310,253",Eureka County,2078
1783,1813.0,Lander,"900,608",Humboldt County,16884
1784,1814.0,Lincoln,"151,868",Lander County,5516
1785,1815.0,Lyon,"1,554,508",Lincoln County,5179
1786,1816.0,Mineral,"205,798",Lyon County,57499
1787,1817.0,Nye,"1,745,117",Mineral County,4516
1788,1818.0,Pershing,"312,960",Nye County,46845
1789,1819.0,Storey,"1,722,686",Pershing County,6628
1790,1820.0,Washoe,"24,576,886",Storey County,4193
1791,1821.0,White Pine,"650,330",Washoe County,472381
1792,1822.0,Carson City,"3,384,312",White Pine County,9478
1793,1824.0,New Hampshire,"77,126,518",Carson City,55894
1794,1825.0,Belknap,"2,605,173",New Hampshire,1360783
1795,1826.0,Carroll,"1,997,148",Belknap County,61398
1796,1827.0,Cheshire,"3,498,185",Carroll County,48745
1797,1828.0,Coos,"1,130,355",Cheshire County,75880
1798,1829.0,Grafton,"6,232,922",Coos County,31421
1799,1830.0,Hillsborough,"25,201,608",Grafton County,90369
1800,1831.0,Merrimack,"9,078,358",Hillsborough County,417738
1801,1832.0,Rockingham,"20,404,551",Merrimack County,151606
1802,1833.0,Strafford,"5,528,962",Rockingham County,309647
1803,1834.0,Sullivan,"1,466,502",Strafford County,130716
1804,1836.0,New Jersey,"561,842,799",Sullivan County,43263
1805,1837.0,Atlantic,"12,472,343",New Jersey,8891258
1806,1838.0,Bergen,"72,096,353",Atlantic County,263653
1807,1839.0,Burlington,"26,177,916",Bergen County,932256
1808,1840.0,Camden,"23,035,400",Burlington County,446160
1809,1841.0,Cape May,"4,993,336",Camden County,506503
1810,1842.0,Cumberland,"5,877,225",Cape May County,92247
1811,1843.0,Essex,"50,444,200",Cumberland County,148995
1812,1844.0,Gloucester,"14,879,439",Essex County,802162
1813,1845.0,Hudson,"42,872,666",Gloucester County,291842
1814,1846.0,Hunterdon,"7,115,090",Hudson County,674030
1815,1847.0,Mercer,"33,378,088",Hunterdon County,125201
1816,1848.0,Middlesex,"57,406,650",Mercer County,368047
1817,1849.0,Monmouth,"33,433,421",Middlesex County,824394
1818,1850.0,Morris,"50,101,633",Monmouth County,619687
1819,1851.0,Ocean,"19,992,788",Morris County,491577
1820,1852.0,Passaic,"20,416,500",Ocean County,607498
1821,1853.0,Salem,"4,683,214",Passaic County,501838
1822,1854.0,Somerset,"38,449,526",Salem County,62341
1823,1855.0,Sussex,"4,681,076",Somerset County,329998
1824,1856.0,Union,"35,555,291",Sussex County,140710
1825,1857.0,Warren,"3,833,292",Union County,556664
1826,1859.0,New Mexico,"94,872,250",Warren County,105455
1827,1860.0,Bernalillo,"34,414,788",New Mexico,2099634
1828,1861.0,Catron,"76,517",Bernalillo County,679425
1829,1862.0,Chaves,"2,014,179",Catron County,3507
1830,1863.0,Cibola,"568,520",Chaves County,64586
1831,1864.0,Colfax,"433,164",Cibola County,26681
1832,1865.0,Curry,"2,835,595",Colfax County,12068
1833,1866.0,De Baca,"83,763",Curry County,49083
1834,1867.0,Doña Ana,"6,891,476",De Baca County,1741
1835,1868.0,Eddy,"8,505,572",Doña Ana County,218864
1836,1869.0,Grant,"1,107,681",Eddy County,58394
1837,1870.0,Guadalupe,"137,334",Grant County,26941
1838,1871.0,Harding,"71,826",Guadalupe County,4278
1839,1872.0,Hidalgo,"197,853",Harding County,636
1840,1873.0,Lea,"7,336,810",Hidalgo County,4203
1841,1874.0,Lincoln,"585,479",Lea County,71123
1842,1875.0,Los Alamos,"2,115,114",Lincoln County,19730
1843,1876.0,Luna,"762,185",Los Alamos County,19383
1844,1877.0,McKinley,"2,489,500",Luna County,23775
1845,1878.0,Mora,"101,559",McKinley County,71478
1846,1879.0,Otero,"2,466,641",Mora County,4490
1847,1880.0,Quay,"269,155",Otero County,67572
1848,1881.0,Rio Arriba,"1,222,481",Quay County,8243
1849,1882.0,Roosevelt,"663,612",Rio Arriba County,38883
1850,1883.0,Sandoval,"3,654,936",Roosevelt County,18501
1851,1884.0,San Juan,"5,687,349",Sandoval County,147045
1852,1885.0,San Miguel,"600,609",San Juan County,124027
1853,1886.0,Santa Fe,"6,233,797",San Miguel County,27337
1854,1887.0,Sierra,"267,872",Santa Fe County,150951
1855,1888.0,Socorro,"457,821",Sierra County,10886
1856,1889.0,Taos,"904,267",Socorro County,16613
1857,1890.0,Torrance,"372,965",Taos County,32752
1858,1891.0,Union,"211,814",Torrance County,15442
1859,1892.0,Valencia,"1,412,021",Union County,4043
1860,1894.0,New York,"1,494,736,441",Valencia County,76953
1861,1895.0,Albany,"29,185,491",New York,19463131
1862,1896.0,Allegany,"1,400,168",Albany County,304752
1863,1897.0,Bronx,"39,295,797",Allegany County,45915
1864,1898.0,Broome,"8,392,724",Bronx County,1418187
1865,1899.0,Cattaraugus,"2,668,599",Broome County,190737
1866,1900.0,Cayuga,"2,697,108",Cattaraugus County,76230
1867,1901.0,Chautauqua,"4,486,713",Cayuga County,76450
1868,1902.0,Chemung,"3,483,421",Chautauqua County,126636
1869,1903.0,Chenango,"2,136,795",Chemung County,83404
1870,1904.0,Clinton,"3,416,812",Chenango County,47234
1871,1905.0,Columbia,"2,185,540",Clinton County,80031
1872,1906.0,Cortland,"1,656,553",Columbia County,59582
1873,1907.0,Delaware,"1,960,475",Cortland County,47410
1874,1908.0,Dutchess,"13,171,269",Delaware County,44356
1875,1909.0,Erie,"52,088,534",Dutchess County,293934
1876,1910.0,Essex,"1,503,248",Erie County,918813
1877,1911.0,Franklin,"1,806,074",Essex County,36987
1878,1912.0,Fulton,"1,776,446",Franklin County,50102
1879,1913.0,Genesee,"2,321,860",Fulton County,53336
1880,1914.0,Greene,"2,107,973",Genesee County,57414
1881,1915.0,Hamilton,"205,326",Greene County,47211
1882,1916.0,Herkimer,"1,751,388",Hamilton County,4438
1883,1917.0,Jefferson,"5,730,170",Herkimer County,61356
1884,1918.0,Kings,"90,988,296",Jefferson County,110143
1885,1919.0,Lewis,"1,019,096",Kings County,2562329
1886,1920.0,Livingston,"2,102,555",Lewis County,26329
1887,1921.0,Madison,"2,170,043",Livingston County,62893
1888,1922.0,Monroe,"43,231,272",Madison County,70875
1889,1923.0,Montgomery,"1,780,946",Monroe County,742605
1890,1924.0,Nassau,"88,745,497",Montgomery County,49355
1891,1925.0,New York,"639,038,317",Nassau County,1356073
1892,1926.0,Niagara,"8,999,276",New York County,1632326
1893,1927.0,Oneida,"10,243,087",Niagara County,209563
1894,1928.0,Onondaga,"28,601,221",Oneida County,228240
1895,1929.0,Ontario,"5,828,178",Onondaga County,460870
1896,1930.0,Orange,"17,682,023",Ontario County,109984
1897,1931.0,Orleans,"1,227,794",Orange County,384950
1898,1932.0,Oswego,"6,237,145",Orleans County,40351
1899,1933.0,Otsego,"2,484,903",Oswego County,116934
1900,1934.0,Putnam,"3,538,471",Otsego County,59347
1901,1935.0,Queens,"92,693,860",Putnam County,98511
1902,1936.0,Rensselaer,"7,556,522",Queens County,2253942
1903,1937.0,Richmond,"14,903,066",Rensselaer County,158981
1904,1938.0,Rockland,"15,301,402",Richmond County,476141
1905,1939.0,St. Lawrence,"4,387,651",Rockland County,326352
1906,1940.0,Saratoga,"11,084,061",St. Lawrence County,107766
1907,1941.0,Schenectady,"8,474,313",Saratoga County,229635
1908,1942.0,Schoharie,"1,038,925",Schenectady County,155548
1909,1943.0,Schuyler,"480,816",Schoharie County,31052
1910,1944.0,Seneca,"1,485,722",Schuyler County,17812
1911,1945.0,Steuben,"4,198,766",Seneca County,34189
1912,1946.0,Suffolk,"88,624,943",Steuben County,95328
1913,1947.0,Sullivan,"2,833,329",Suffolk County,1478325
1914,1948.0,Tioga,"1,850,653",Sullivan County,75551
1915,1949.0,Tompkins,"5,682,740",Tioga County,48221
1916,1950.0,Ulster,"6,744,721",Tompkins County,101971
1917,1951.0,Warren,"4,198,203",Ulster County,177933
1918,1952.0,Washington,"1,811,828",Warren County,63980
1919,1953.0,Wayne,"3,745,001",Washington County,61168
1920,1954.0,Westchester,"74,931,074",Wayne County,89816
1921,1955.0,Wyoming,"1,703,187",Westchester County,968467
1922,1956.0,Yates,"874,959",Wyoming County,39858
1923,1958.0,North Carolina,"514,624,898",Yates County,24902
1924,1959.0,Alamance,"5,713,732",North Carolina,10501384
1925,1960.0,Alexander,"766,362",Alamance County,169173
1926,1961.0,Alleghany,"271,455",Alexander County,37417
1927,1962.0,Anson,"749,709",Alleghany County,11134
1928,1963.0,Ashe,"742,062",Anson County,23538
1929,1964.0,Avery,"579,756",Ashe County,27215
1930,1965.0,Beaufort,"1,812,295",Avery County,17496
1931,1966.0,Bertie,"641,633",Beaufort County,47096
1932,1967.0,Bladen,"1,322,637",Bertie County,18962
1933,1968.0,Brunswick,"4,322,998",Bladen County,32864
1934,1969.0,Buncombe,"13,592,155",Brunswick County,142987
1935,1970.0,Burke,"2,364,233",Buncombe County,262049
1936,1971.0,Cabarrus,"7,138,987",Burke County,90424
1937,1972.0,Caldwell,"2,189,630",Cabarrus County,216340
1938,1973.0,Camden,"142,650",Caldwell County,82275
1939,1974.0,Carteret,"2,341,621",Camden County,10770
1940,1975.0,Caswell,"326,780",Carteret County,69513
1941,1976.0,Catawba,"8,205,518",Caswell County,22590
1942,1977.0,Chatham,"1,539,945",Catawba County,159363
1943,1978.0,Cherokee,"742,431",Chatham County,74419
1944,1979.0,Chowan,"584,131",Cherokee County,28708
1945,1980.0,Clay,"234,162",Chowan County,13917
1946,1981.0,Cleveland,"3,953,948",Clay County,11277
1947,1982.0,Columbus,"1,356,650",Cleveland County,97964
1948,1983.0,Craven,"4,478,427",Columbus County,55452
1949,1984.0,Cumberland,"15,830,084",Craven County,102031
1950,1985.0,Currituck,"708,992",Cumberland County,336524
1951,1986.0,Dare,"2,151,853",Currituck County,27916
1952,1987.0,Davidson,"4,367,530",Dare County,37071
1953,1988.0,Davie,"1,294,265",Davidson County,168238
1954,1989.0,Duplin,"1,980,410",Davie County,42699
1955,1990.0,Durham,"32,874,240",Duplin County,58802
1956,1991.0,Edgecombe,"1,496,159",Durham County,322969
1957,1992.0,Forsyth,"23,734,226",Edgecombe County,51429
1958,1993.0,Franklin,"1,539,431",Forsyth County,382118
1959,1994.0,Gaston,"6,879,133",Franklin County,69775
1960,1995.0,Gates,"180,840",Gaston County,224652
1961,1996.0,Graham,"218,566",Gates County,11536
1962,1997.0,Granville,"2,993,775",Graham County,8470
1963,1998.0,Greene,"424,508",Granville County,60358
1964,1999.0,Guilford,"30,726,779",Greene County,20915
1965,2000.0,Halifax,"1,328,783",Guilford County,537872
1966,2001.0,Harnett,"2,380,255",Halifax County,50074
1967,2002.0,Haywood,"1,746,858",Harnett County,136172
1968,2003.0,Henderson,"3,687,892",Haywood County,62510
1969,2004.0,Hertford,"767,056",Henderson County,117347
1970,2005.0,Hoke,"1,017,106",Hertford County,23642
1971,2006.0,Hyde,"151,288",Hoke County,55166
1972,2007.0,Iredell,"8,507,630",Hyde County,4932
1973,2008.0,Jackson,"1,428,428",Iredell County,181866
1974,2009.0,Johnston,"6,492,109",Jackson County,43736
1975,2010.0,Jones,"196,851",Johnston County,209786
1976,2011.0,Lee,"2,495,517",Jones County,9339
1977,2012.0,Lenoir,"2,682,043",Lee County,61772
1978,2013.0,Lincoln,"2,680,228",Lenoir County,56074
1979,2014.0,McDowell,"1,463,997",Lincoln County,86627
1980,2015.0,Macon,"1,465,136",McDowell County,45784
1981,2016.0,Madison,"389,549",Macon County,35729
1982,2017.0,Martin,"617,361",Madison County,21638
1983,2018.0,Mecklenburg,"101,406,435",Martin County,22451
1984,2019.0,Mitchell,"562,982",Mecklenburg County,1113283
1985,2020.0,Montgomery,"907,145",Mitchell County,14928
1986,2021.0,Moore,"3,350,362",Montgomery County,27209
1987,2022.0,Nash,"4,337,905",Moore County,101167
1988,2023.0,New Hanover,"12,230,503",Nash County,94258
1989,2024.0,Northampton,"519,395",New Hanover County,234275
1990,2025.0,Onslow,"7,051,384",Northampton County,19498
1991,2026.0,Orange,"8,063,541",Onslow County,202795
1992,2027.0,Pamlico,"268,507",Orange County,148192
1993,2028.0,Pasquotank,"1,360,173",Pamlico County,12650
1994,2029.0,Pender,"1,452,313",Pasquotank County,39970
1995,2030.0,Perquimans,"265,405",Pender County,63046
1996,2031.0,Person,"1,514,436",Perquimans County,13578
1997,2032.0,Pitt,"8,502,334",Person County,39621
1998,2033.0,Polk,"443,299",Pitt County,181257
1999,2034.0,Randolph,"3,844,645",Polk County,20723
2000,2035.0,Richmond,"1,771,720",Randolph County,143495
2001,2036.0,Robeson,"3,626,543",Richmond County,44764
2002,2037.0,Rockingham,"2,744,610",Robeson County,130440
2003,2038.0,Rowan,"4,895,441",Rockingham County,91118
2004,2039.0,Rutherford,"1,725,499",Rowan County,141818
2005,2040.0,Sampson,"1,870,494",Rutherford County,67031
2006,2041.0,Scotland,"1,068,590",Sampson County,63372
2007,2042.0,Stanly,"1,660,407",Scotland County,34776
2008,2043.0,Stokes,"998,232",Stanly County,62645
2009,2044.0,Surry,"2,265,610",Stokes County,45634
2010,2045.0,Swain,"621,003",Surry County,71741
2011,2046.0,Transylvania,"1,633,479",Swain County,14312
2012,2047.0,Tyrrell,"111,926",Transylvania County,34270
2013,2048.0,Union,"7,331,815",Tyrrell County,3813
2014,2049.0,Vance,"1,110,123",Union County,240028
2015,2050.0,Wake,"78,042,037",Vance County,44670
2016,2051.0,Warren,"269,164",Wake County,1112795
2017,2052.0,Washington,"235,682",Warren County,19692
2018,2053.0,Watauga,"2,022,173",Washington County,11635
2019,2054.0,Wayne,"4,552,427",Watauga County,56271
2020,2055.0,Wilkes,"2,209,009",Wayne County,123904
2021,2056.0,Wilson,"3,590,706",Wilkes County,68296
2022,2057.0,Yadkin,"849,811",Wilson County,81775
2023,2058.0,Yancey,"400,618",Yadkin County,37617
2024,2060.0,North Dakota,"56,246,952",Yancey County,18059
2025,2061.0,Adams,"135,922",North Dakota,763724
2026,2062.0,Barnes,"579,293",Adams County,2227
2027,2063.0,Benson,"219,400",Barnes County,10414
2028,2064.0,Billings,"188,672",Benson County,6837
2029,2065.0,Bottineau,"435,185",Billings County,937
2030,2066.0,Bowman,"273,651",Bottineau County,6292
2031,2067.0,Burke,"243,356",Bowman County,3036
2032,2068.0,Burleigh,"5,117,387",Burke County,2131
2033,2069.0,Cass,"11,876,940",Burleigh County,95816
2034,2070.0,Cavalier,"352,368",Cass County,182238
2035,2071.0,Dickey,"376,048",Cavalier County,3734
