CTYNAME,GDP2019,CTYNAME,POPESTIMATE2019
Guernsey,2184402.00,Guernsey County,38876
Hamilton,69804258.00,Hamilton County,818653
Hancock,4911907.00,Hancock County,75690
Hardin,854811.00,Hardin County,31369
Harrison,1337127.00,Harrison County,15053
Henry,1320270.00,Henry County,26942
Highland,1146696.00,Highland County,43123
Hocking,586180.00,Hocking County,28240
Holmes,2328710.00,Holmes County,44021
Huron,2067631.00,Huron County,58269
Jackson,913403.00,Jackson County,32372
Jefferson,3384444.00,Jefferson County,65494
Knox,1964283.00,Knox County,62239
Lake,10484808.00,Lake County,229739
Lawrence,1638420.00,Lawrence County,59556
Licking,6139993.00,Licking County,177174
Logan,1907541.00,Logan County,45594
Lorain,9796854.00,Lorain County,310100
Lucas,24340091.00,Lucas County,428888
Madison,1731246.00,Madison County,44812
Mahoning,8612788.00,Mahoning County,227510
Marion,2566570.00,Marion County,65057
Medina,7019210.00,Medina County,180121
Meigs,361413.00,Meigs County,22868
Mercer,2250202.00,Mercer County,41255
Miami,4018925.00,Miami County,106995
Monroe,1579379.00,Monroe County,13708
Montgomery,26948046.00,Montgomery County,532139
Morgan,300694.00,Morgan County,14505
Morrow,630316.00,Morrow County,35342
Muskingum,3504413.00,Muskingum County,86042
Noble,644760.00,Noble County,14451
Ottawa,1919152.00,Ottawa County,40532
Paulding,544869.00,Paulding County,18672
Perry,693234.00,Perry County,36127
Pickaway,1626336.00,Pickaway County,58521
Pike,1030400.00,Pike County,27784
Portage,5815430.00,Portage County,162426
Preble,1055478.00,Preble County,40848
Putnam,1155047.00,Putnam County,33843
Richland,4260557.00,Richland County,121384
Ross,2567438.00,Ross County,76613
Sandusky,2717892.00,Sandusky County,58520
Scioto,2836436.00,Scioto County,75051
Seneca,1812006.00,Seneca County,55220
Shelby,2944859.00,Shelby County,48592
Stark,15521319.00,Stark County,370723
Summit,27899611.00,Summit County,540814
Trumbull,6629083.00,Trumbull County,198069
Tuscarawas,3516060.00,Tuscarawas County,91993
Union,4068912.00,Union County,59054
Van Wert,1207761.00,Van Wert County,28231
Vinton,281099.00,Vinton County,13028
Warren,11575795.00,Warren County,235601
Washington,3285666.00,Washington County,60018
Wayne,5994369.00,Wayne County,115824
Williams,1683211.00,Williams County,36765
Wood,6878112.00,Wood County,131089
Wyandot,961513.00,Wyandot County,21796
Oklahoma,200710889.00,Oklahoma,3960676
Adair,417867.00,Adair County,22224
Alfalfa,242968.00,Alfalfa County,5664
Atoka,289100.00,Atoka County,13738
Beaver,411176.00,Beaver County,5308
Beckham,1091816.00,Beckham County,21834
Blaine,456452.00,Blaine County,9457
Bryan,1481548.00,Bryan County,48089
Caddo,766531.00,Caddo County,28927
Canadian,4217922.00,Canadian County,148635
Carter,2943404.00,Carter County,48328
Cherokee,1096576.00,Cherokee County,48819
Choctaw,326547.00,Choctaw County,14642
Cimarron,234904.00,Cimarron County,2148
Cleveland,7509821.00,Cleveland County,284537
Coal,150066.00,Coal County,5511
Comanche,4496998.00,Comanche County,121224
Cotton,148526.00,Cotton County,5650
Craig,433544.00,Craig County,14110
Creek,1919876.00,Creek County,71362
Custer,1569782.00,Custer County,28913
Delaware,878172.00,Delaware County,43011
Dewey,320634.00,Dewey County,4896
Ellis,255649.00,Ellis County,3865
Garfield,3154279.00,Garfield County,61332
Garvin,1446603.00,Garvin County,27687
Grady,1550640.00,Grady County,55764
Grant,438731.00,Grant County,4328
Greer,95452.00,Greer County,5698
Harmon,89148.00,Harmon County,2645
Harper,272543.00,Harper County,3707
Haskell,344715.00,Haskell County,12670
Hughes,601288.00,Hughes County,13240
Jackson,979448.00,Jackson County,24431
Jefferson,111155.00,Jefferson County,5988
Johnston,357122.00,Johnston County,11055
Kay,1639011.00,Kay County,43668
Kingfisher,1222666.00,Kingfisher County,15899
Kiowa,246785.00,Kiowa County,8725
Latimer,342772.00,Latimer County,10044
Le Flore,1313348.00,Le Flore County,49804
Lincoln,755043.00,Lincoln County,34939
Logan,683730.00,Logan County,48084
Love,406828.00,Love County,10177
McClain,1065980.00,McClain County,40466
McCurtain,951348.00,McCurtain County,32748
McIntosh,340975.00,McIntosh County,19595
Major,391866.00,Major County,7630
Marshall,434395.00,Marshall County,16946
Mayes,1726329.00,Mayes County,41136
Murray,501021.00,Murray County,14081
Muskogee,2575597.00,Muskogee County,68097
Noble,618191.00,Noble County,11168
Nowata,180998.00,Nowata County,10123
Okfuskee,211732.00,Okfuskee County,11956
Oklahoma,65949046.00,Oklahoma County,797563
Okmulgee,752133.00,Okmulgee County,38417
Osage,949206.00,Osage County,46942
Ottawa,937403.00,Ottawa County,31180
Pawnee,370212.00,Pawnee County,16379
Payne,3090988.00,Payne County,81683
Pittsburg,1718930.00,Pittsburg County,43673
Pontotoc,1797809.00,Pontotoc County,38352
Pottawatomie,2087322.00,Pottawatomie County,72703
Pushmataha,194806.00,Pushmataha County,11030
Roger Mills,131089.00,Roger Mills County,3593
Rogers,3002177.00,Rogers County,92616
Seminole,696527.00,Seminole County,24321
Sequoyah,708602.00,Sequoyah County,41599
Stephens,1531147.00,Stephens County,43258
Texas,2065674.00,Texas County,20216
Tillman,200036.00,Tillman County,7260
Tulsa,46402824.00,Tulsa County,652166
Wagoner,1210016.00,Wagoner County,81466
Washington,8071322.00,Washington County,51665
Washita,229878.00,Washita County,10943
Woods,924107.00,Woods County,8790
Woodward,1141278.00,Woodward County,20138
Oregon,219458180.00,Oregon,4216116
Baker,570733.00,Baker County,16123
Benton,4245769.00,Benton County,93114
Clackamas,19744336.00,Clackamas County,418199
Clatsop,1681997.00,Clatsop County,40208
Columbia,1217766.00,Columbia County,52614
Coos,2160263.00,Coos County,64677
Crook,787352.00,Crook County,24388
Curry,603039.00,Curry County,22981
Deschutes,9284048.00,Deschutes County,197417
Douglas,3310833.00,Douglas County,110926
Gilliam,232782.00,Gilliam County,1911
Grant,234926.00,Grant County,7166
Harney,264222.00,Harney County,7375
Hood River,1149057.00,Hood River County,23347
Jackson,8350110.00,Jackson County,220815
Jefferson,705541.00,Jefferson County,24647
Josephine,2670798.00,Josephine County,87679
Klamath,2203273.00,Klamath County,68343
Lake,300170.00,Lake County,7939
Lane,14544223.00,Lane County,382064
Lincoln,1670338.00,Lincoln County,50125
Linn,4510279.00,Linn County,129598
Malheur,1266511.00,Malheur County,30698
Marion,14729542.00,Marion County,347557
Morrow,1551074.00,Morrow County,11607
Multnomah,61251557.00,Multnomah County,812439
Polk,1856307.00,Polk County,85851
Sherman,493930.00,Sherman County,1790
Tillamook,1140547.00,Tillamook County,27132
Umatilla,3068525.00,Umatilla County,77744
Union,906884.00,Union County,26733
Wallowa,319951.00,Wallowa County,7169
Wasco,1464139.00,Wasco County,26532
Washington,47505126.00,Washington County,600933
Wheeler,28627.00,Wheeler County,1348
Yamhill,3496552.00,Yamhill County,106927
Pennsylvania,716173363.00,Pennsylvania,12798883
Adams,3533399.00,Adams County,102776
Allegheny,92679155.00,Allegheny County,1215716
Armstrong,2181021.00,Armstrong County,64699
Beaver,6696675.00,Beaver County,163956
Bedford,1458105.00,Bedford County,47913
Berks,18821349.00,Berks County,420375
Blair,5569660.00,Blair County,121942
Bradford,4139909.00,Bradford County,60429
Bucks,32056346.00,Bucks County,628497
Butler,10498745.00,Butler County,188313
Cambria,4355292.00,Cambria County,130107
Cameron,187563.00,Cameron County,4425
Carbon,2421193.00,Carbon County,64125
Centre,8146866.00,Centre County,162095
Chester,41680136.00,Chester County,525059
Clarion,1167936.00,Clarion County,38498
Clearfield,2654464.00,Clearfield County,79183
Clinton,1627259.00,Clinton County,38302
Columbia,2331480.00,Columbia County,65020
Crawford,2890055.00,Crawford County,84421
Cumberland,15021849.00,Cumberland County,253133
Dauphin,20896156.00,Dauphin County,278427
Delaware,32541633.00,Delaware County,566506
Elk,1502305.00,Elk County,29894
Erie,10774020.00,Erie County,269529
Fayette,4451439.00,Fayette County,129422
Forest,231469.00,Forest County,7030
Franklin,5794152.00,Franklin County,155522
Fulton,661972.00,Fulton County,14502
Greene,3610010.00,Greene County,36062
Huntingdon,1261792.00,Huntingdon County,44894
Indiana,3898364.00,Indiana County,84022
Jefferson,1546964.00,Jefferson County,43299
Juniata,766389.00,Juniata County,24760
Lackawanna,9105401.00,Lackawanna County,209808
Lancaster,27221966.00,Lancaster County,545441
Lawrence,2888592.00,Lawrence County,85504
Lebanon,5646467.00,Lebanon County,141318
Lehigh,22026218.00,Lehigh County,369308
Luzerne,14304135.00,Luzerne County,317438
Lycoming,5863791.00,Lycoming County,113581
McKean,2111900.00,McKean County,40631
Mercer,4119015.00,Mercer County,109296
Mifflin,1650740.00,Mifflin County,46090
Monroe,6805911.00,Monroe County,170083
Montgomery,72843397.00,Montgomery County,830397
Montour,1801234.00,Montour County,18181
Northampton,14450931.00,Northampton County,305515
Northumberland,2767067.00,Northumberland County,90684
Perry,898805.00,Perry County,46326
Philadelphia,101583536.00,Philadelphia County,1584439
Pike,1325741.00,Pike County,55826
Potter,970446.00,Potter County,16545
Schuylkill,4655557.00,Schuylkill County,141166
Snyder,1480647.00,Snyder County,40393
Somerset,2472106.00,Somerset County,73442
Sullivan,416371.00,Sullivan County,5959
Susquehanna,3382829.00,Susquehanna County,40241
Tioga,1837795.00,Tioga County,40665
Union,1727604.00,Union County,44498
Venango,1851359.00,Venango County,50875
Warren,1695807.00,Warren County,39171
Washington,12850426.00,Washington County,206866
Wayne,1700481.00,Wayne County,51271
Westmoreland,14007579.00,Westmoreland County,348941
Wyoming,1871231.00,Wyoming County,26790
York,19507531.00,York County,449341
Rhode Island,53225004.00,Rhode Island,1058158
Bristol,1683750.00,Bristol County,48527
Kent,8560577.00,Kent County,164233
Newport,5613667.00,Newport County,82472
Providence,31288217.00,Providence County,637052
Washington,6079187.00,Washington County,125874
South Carolina,212482841.00,South Carolina,5157702
Abbeville,555357.00,Abbeville County,24584
Aiken,6322998.00,Aiken County,171300
Allendale,242846.00,Allendale County,8627
Anderson,6476827.00,Anderson County,202424
Bamberg,303952.00,Bamberg County,14108
Barnwell,457005.00,Barnwell County,20924
Beaufort,7240257.00,Beaufort County,192638
Berkeley,7687113.00,Berkeley County,228952
Calhoun,559099.00,Calhoun County,14513
Charleston,28844174.00,Charleston County,412615
Cherokee,1615774.00,Cherokee County,57331
Chester,1052713.00,Chester County,32186
Chesterfield,1467660.00,Chesterfield County,45631
Clarendon,553768.00,Clarendon County,33803
Colleton,845706.00,Colleton County,37705
Darlington,2464190.00,Darlington County,66656
Dillon,713866.00,Dillon County,30352
Dorchester,3519077.00,Dorchester County,163517
Edgefield,548775.00,Edgefield County,27349
Fairfield,931448.00,Fairfield County,22322
Florence,6453953.00,Florence County,138128
Georgetown,2229221.00,Georgetown County,63025
Greenville,29356973.00,Greenville County,524748
Greenwood,2678257.00,Greenwood County,70963
Hampton,419985.00,Hampton County,19316
Horry,12120018.00,Horry County,354418
Jasper,1070141.00,Jasper County,30294
Kershaw,1737210.00,Kershaw County,66748
Lancaster,3776995.00,Lancaster County,98280
Laurens,1984183.00,Laurens County,67448
Lee,313216.00,Lee County,16856
Lexington,11884870.00,Lexington County,299421
McCormick,197191.00,McCormick County,9462
Marion,540407.00,Marion County,30565
Marlboro,697636.00,Marlboro County,26157
Newberry,1291771.00,Newberry County,38408
Oconee,3448404.00,Oconee County,79450
Orangeburg,2547232.00,Orangeburg County,86231
Pickens,3635371.00,Pickens County,126974
Richland,22775429.00,Richland County,417027
Saluda,428135.00,Saluda County,20381
Spartanburg,14258341.00,Spartanburg County,320254
Sumter,3755023.00,Sumter County,106635
Union,700556.00,Union County,27221
Williamsburg,695821.00,Williamsburg County,30256
York,11138919.00,York County,281499
South Dakota,46640966.00,South Dakota,887127
Aurora,80255.00,Aurora County,2749
Beadle,856850.00,Beadle County,18389
Bennett,108223.00,Bennett County,3364
Bon Homme,212724.00,Bon Homme County,6911
Brookings,1921272.00,Brookings County,35463
Brown,2025125.00,Brown County,38883
Brule,231258.00,Brule County,5222
Buffalo,95644.00,Buffalo County,1982
Butte,287903.00,Butte County,10418
Campbell,73995.00,Campbell County,1380
Charles Mix,428173.00,Charles Mix County,9286
Clark,168933.00,Clark County,3740
Clay,532523.00,Clay County,14096
Codington,1328019.00,Codington County,28092
Corson,79999.00,Corson County,4076
Custer,216878.00,Custer County,8929
Davison,1058480.00,Davison County,19865
Day,237473.00,Day County,5414
Deuel,274706.00,Deuel County,4334
Dewey,203315.00,Dewey County,5872
Douglas,216830.00,Douglas County,2911
Edmunds,212088.00,Edmunds County,3857
Fall River,230659.00,Fall River County,6688
Faulk,168855.00,Faulk County,2307
Grant,492115.00,Grant County,7102
Gregory,145011.00,Gregory County,4183
Haakon,88474.00,Haakon County,1866
Hamlin,231173.00,Hamlin County,6224
Hand,161528.00,Hand County,3170
Hanson,140765.00,Hanson County,3463
Harding,75653.00,Harding County,1307
Hughes,1135030.00,Hughes County,17487
Hutchinson,395561.00,Hutchinson County,7287
Hyde,79843.00,Hyde County,1295
Jackson,57679.00,Jackson County,3335
Jerauld,123989.00,Jerauld County,2014
Jones,57202.00,Jones County,911
Kingsbury,283679.00,Kingsbury County,4907
Lake,552493.00,Lake County,12769
Lawrence,1002764.00,Lawrence County,25908
Lincoln,2627093.00,Lincoln County,61235
Lyman,159597.00,Lyman County,3787
McCook,252856.00,McCook County,5560
McPherson,115509.00,McPherson County,2388
Marshall,274750.00,Marshall County,4913
Meade,746302.00,Meade County,28469
Mellette,31209.00,Mellette County,2068
Miner,104033.00,Miner County,2221
Minnehaha,15376173.00,Minnehaha County,194153
Moody,326029.00,Moody County,6555
Oglala Lakota,298487.00,Oglala Lakota County,14171
Pennington,5059001.00,Pennington County,114407
Perkins,115552.00,Perkins County,2833
Potter,144206.00,Potter County,2149
Roberts,314949.00,Roberts County,10399
Sanborn,137936.00,Sanborn County,2345
Spink,358691.00,Spink County,6401
Stanley,128652.00,Stanley County,3129
Sully,114872.00,Sully County,1377
Todd,199745.00,Todd County,10303
Tripp,239601.00,Tripp County,5430
Turner,372748.00,Turner County,8316
Union,1295029.00,Union County,16003
Walworth,210396.00,Walworth County,5421
Yankton,1135918.00,Yankton County,22837
Ziebach,41904.00,Ziebach County,2801
Tennessee,329111630.00,Tennessee,6830325
Anderson,4570679.00,Anderson County,76991
Bedford,1777053.00,Bedford County,49684
Benton,310809.00,Benton County,16199
Bledsoe,186735.00,Bledsoe County,15085
Blount,5346896.00,Blount County,133396
Bradley,3986072.00,Bradley County,108233
Campbell,861493.00,Campbell County,39778
Cannon,230609.00,Cannon County,14583
Carroll,603978.00,Carroll County,27710
Carter,932674.00,Carter County,56396
Cheatham,1056945.00,Cheatham County,40828
Chester,327038.00,Chester County,17306
Claiborne,723501.00,Claiborne County,31919
Clay,158594.00,Clay County,7597
Cocke,695042.00,Cocke County,36017
Coffee,2687048.00,Coffee County,56717
Crockett,510425.00,Crockett County,14189
Cumberland,1555649.00,Cumberland County,60832
Davidson,65576681.00,Davidson County,692999
Decatur,283892.00,Decatur County,11608
DeKalb,592964.00,DeKalb County,20409
Dickson,1800624.00,Dickson County,53856
Dyer,1544657.00,Dyer County,37122
Fayette,1015297.00,Fayette County,41044
Fentress,429790.00,Fentress County,18568
Franklin,1076271.00,Franklin County,42255
Gibson,1315988.00,Gibson County,49114
Giles,1025107.00,Giles County,29481
Grainger,379408.00,Grainger County,23406
Greene,2182765.00,Greene County,69127
Grundy,212465.00,Grundy County,13409
Hamblen,2790489.00,Hamblen County,64873
Hamilton,23006016.00,Hamilton County,367776
Hancock,75082.00,Hancock County,6605
Hardeman,526207.00,Hardeman County,25049
Hardin,841457.00,Hardin County,25627
Hawkins,1480785.00,Hawkins County,56855
Haywood,615248.00,Haywood County,17244
Henderson,653126.00,Henderson County,28050
Henry,1127724.00,Henry County,32309
Hickman,416198.00,Hickman County,25155
Houston,133739.00,Houston County,8206
Humphreys,639762.00,Humphreys County,18596
Jackson,192060.00,Jackson County,11838
Jefferson,1475668.00,Jefferson County,54563
Johnson,363486.00,Johnson County,17773
Knox,24604994.00,Knox County,470137
Lake,128881.00,Lake County,7010
Lauderdale,642459.00,Lauderdale County,25608
Lawrence,945090.00,Lawrence County,44163
Lewis,257030.00,Lewis County,12267
Lincoln,980756.00,Lincoln County,34436
Loudon,1877917.00,Loudon County,54039
McMinn,1926348.00,McMinn County,53810
McNairy,504792.00,McNairy County,25662
Macon,479998.00,Macon County,24624
Madison,5455918.00,Madison County,98046
Marion,699709.00,Marion County,28878
Marshall,1175943.00,Marshall County,34507
Maury,3845992.00,Maury County,96795
Meigs,224905.00,Meigs County,12358
Monroe,1306968.00,Monroe County,46650
Montgomery,5089678.00,Montgomery County,209807
Moore,471217.00,Moore County,6439
Morgan,270012.00,Morgan County,21385
Obion,1075223.00,Obion County,30249
Overton,515166.00,Overton County,22271
Perry,175291.00,Perry County,8084
Pickett,133299.00,Pickett County,5068
Polk,259716.00,Polk County,16764
Putnam,3131686.00,Putnam County,79957
Rhea,1672769.00,Rhea County,33206
Roane,2385322.00,Roane County,53476
Robertson,2251803.00,Robertson County,71693
Rutherford,15589446.00,Rutherford County,332125
Scott,516689.00,Scott County,22102
Sequatchie,257140.00,Sequatchie County,15071
Sevier,3968523.00,Sevier County,98402
Shelby,56406750.00,Shelby County,937070
Smith,675200.00,Smith County,20115
Stewart,720143.00,Stewart County,13699
Sullivan,6753407.00,Sullivan County,158469
Sumner,6313663.00,Sumner County,191497
Tipton,1074062.00,Tipton County,61715
Trousdale,177284.00,Trousdale County,11277
Unicoi,475361.00,Unicoi County,17914
Union,286135.00,Union County,19936
Van Buren,88117.00,Van Buren County,5874
Warren,1315086.00,Warren County,41269
Washington,5401526.00,Washington County,129670
Wayne,297716.00,Wayne County,16644
Weakley,1143805.00,Weakley County,33269
White,659195.00,White County,27378
Williamson,21303499.00,Williamson County,238556
Wilson,4896567.00,Wilson County,144507
Texas,1785317908.00,Texas,28986794
Anderson,1888278.00,Anderson County,57816
Andrews,5015055.00,Andrews County,18821
Angelina,3077484.00,Angelina County,86761
Aransas,640355.00,Aransas County,23364
Archer,338714.00,Archer County,8692
Armstrong,64801.00,Armstrong County,1853
Atascosa,4620153.00,Atascosa County,51140
Austin,1359535.00,Austin County,30107
Bailey,424805.00,Bailey County,6859
Bandera,377362.00,Bandera County,23181
Bastrop,2181750.00,Bastrop County,88737
Baylor,164713.00,Baylor County,3525
Bee,788770.00,Bee County,32618
Bell,15190059.00,Bell County,363693
Bexar,96105465.00,Bexar County,2002445
Blanco,383423.00,Blanco County,11971
Borden,854088.00,Borden County,656
Bosque,537403.00,Bosque County,18594
Bowie,3238755.00,Bowie County,93505
Brazoria,15115082.00,Brazoria County,374699
Brazos,9739560.00,Brazos County,229418
Brewster,368162.00,Brewster County,9144
Briscoe,104986.00,Briscoe County,1542
Brooks,342481.00,Brooks County,7093
Brown,1316807.00,Brown County,37770
Burleson,1705424.00,Burleson County,18425
Burnet,1509642.00,Burnet County,48280
Caldwell,912817.00,Caldwell County,43579
Calhoun,3458801.00,Calhoun County,21237
Callahan,294710.00,Callahan County,13941
Cameron,10117293.00,Cameron County,422649
Camp,320178.00,Camp County,13078
Carson,1030687.00,Carson County,5867
Cass,814241.00,Cass County,30002
Castro,787190.00,Castro County,7484
Chambers,2448652.00,Chambers County,43726
Cherokee,1341960.00,Cherokee County,52561
Childress,206766.00,Childress County,7222
Clay,255186.00,Clay County,10465
Cochran,404276.00,Cochran County,2825
Coke,126391.00,Coke County,3316
Coleman,218520.00,Coleman County,8125
Collin,64095670.00,Collin County,1035072
Collingsworth,75877.00,Collingsworth County,2921
Colorado,833225.00,Colorado County,21467
Comal,5856949.00,Comal County,156435
Comanche,412462.00,Comanche County,13629
Concho,120646.00,Concho County,2749
Cooke,2325818.00,Cooke County,41074
Coryell,1479194.00,Coryell County,76543
Cottle,73373.00,Cottle County,1385
Crane,1152039.00,Crane County,4759
Crockett,1282882.00,Crockett County,3468
Crosby,333870.00,Crosby County,5701
Culberson,2036365.00,Culberson County,2146
Dallam,764277.00,Dallam County,7255
Dallas,246512762.00,Dallas County,2635603
Dawson,849434.00,Dawson County,12985
Deaf Smith,1578133.00,Deaf Smith County,18559
Delta,100862.00,Delta County,5327
Denton,33282512.00,Denton County,888765
DeWitt,6501016.00,DeWitt County,20105
Dickens,134036.00,Dickens County,2185
Dimmit,5917527.00,Dimmit County,10104
Donley,140676.00,Donley County,3263
Duval,401432.00,Duval County,11139
Eastland,839457.00,Eastland County,18267
Ector,13506926.00,Ector County,166204
Edwards,83509.00,Edwards County,1915
Ellis,5939989.00,Ellis County,184765
El Paso,29805366.00,El Paso County,837501
Erath,1501302.00,Erath County,42536
Falls,374175.00,Falls County,17282
Fannin,843912.00,Fannin County,35554
Fayette,1688455.00,Fayette County,25308
Fisher,262415.00,Fisher County,3810
Floyd,347472.00,Floyd County,5754
Foard,57242.00,Foard County,1156
Fort Bend,28167815.00,Fort Bend County,812737
Franklin,415703.00,Franklin County,10749
Freestone,1326617.00,Freestone County,19753
Frio,1429979.00,Frio County,20199
Gaines,3357767.00,Gaines County,21540
Galveston,16276531.00,Galveston County,341541
Garza,377387.00,Garza County,6238
Gillespie,996822.00,Gillespie County,26927
Glasscock,5864146.00,Glasscock County,1430
Goliad,327035.00,Goliad County,7607
Gonzales,5246041.00,Gonzales County,20899
Gray,1049981.00,Gray County,21849
Grayson,4794754.00,Grayson County,136143
Gregg,7368823.00,Gregg County,124098
Grimes,1071838.00,Grimes County,28940
Guadalupe,7056072.00,Guadalupe County,166970
Hale,1325975.00,Hale County,33098
Hall,87363.00,Hall County,2992
Hamilton,240797.00,Hamilton County,8465
Hansford,673167.00,Hansford County,5380
Hardeman,201599.00,Hardeman County,3927
Hardin,1344905.00,Hardin County,57796
Harris,373087121.00,Harris County,4709243
Harrison,4383225.00,Harrison County,66484
Hartley,920853.00,Hartley County,5507
Haskell,387575.00,Haskell County,5665
Hays,7222279.00,Hays County,230400
Hemphill,916225.00,Hemphill County,3831
Henderson,1730667.00,Henderson County,82822
Hidalgo,19944793.00,Hidalgo County,867221
Hill,955514.00,Hill County,36536
Hockley,2428387.00,Hockley County,23055
Hood,2429352.00,Hood County,61762
Hopkins,1564821.00,Hopkins County,37063
Houston,993323.00,Houston County,22877
Howard,8363684.00,Howard County,36732
Hudspeth,180132.00,Hudspeth County,4875
Hunt,4444498.00,Hunt County,98559
Hutchinson,7090427.00,Hutchinson County,20899
Irion,1976121.00,Irion County,1565
Jack,580131.00,Jack County,8945
Jackson,748894.00,Jackson County,14760
Jasper,959790.00,Jasper County,35610
Jeff Davis,77177.00,Jeff Davis County,2275
Jefferson,22059368.00,Jefferson County,251315
Jim Hogg,201787.00,Jim Hogg County,5161
Jim Wells,1631965.00,Jim Wells County,40573
Johnson,6449549.00,Johnson County,175997
Jones,426608.00,Jones County,19867
Karnes,12645963.00,Karnes County,15356
Kaufman,3450214.00,Kaufman County,136459
Kendall,2005319.00,Kendall County,47418
Kenedy,354635.00,Kenedy County,385
Kent,373545.00,Kent County,758
Kerr,1930054.00,Kerr County,52422
Kimble,141558.00,Kimble County,4362
King,190305.00,King County,267
Kinney,105794.00,Kinney County,3668
Kleberg,1085078.00,Kleberg County,30502
Knox,154983.00,Knox County,3663
Lamar,2486515.00,Lamar County,49781
Lamb,743666.00,Lamb County,12904
Lampasas,464637.00,Lampasas County,21429
La Salle,7656815.00,La Salle County,7546
Lavaca,1654694.00,Lavaca County,20156
Lee,1061371.00,Lee County,17295
Leon,919057.00,Leon County,17421
Liberty,2105156.00,Liberty County,88453
Limestone,1537845.00,Limestone County,23389
Lipscomb,837531.00,Lipscomb County,3214
Live Oak,2483608.00,Live Oak County,12236
Llano,688463.00,Llano County,21810
Loving,9962411.00,Loving County,165
Lubbock,12570427.00,Lubbock County,311087
Lynn,281316.00,Lynn County,5956
McCulloch,337888.00,McCulloch County,8011
McLennan,11848374.00,McLennan County,257080
McMullen,3473650.00,McMullen County,733
Madison,824426.00,Madison County,14382
Marion,263754.00,Marion County,9848
Martin,13387119.00,Martin County,5743
Mason,127301.00,Mason County,4287
Matagorda,2130224.00,Matagorda County,36655
Maverick,1608240.00,Maverick County,58357
Medina,986697.00,Medina County,51608
Menard,53363.00,Menard County,2099
Midland,30777357.00,Midland County,176444
Milam,611092.00,Milam County,24721
Mills,190540.00,Mills County,4872
Mitchell,459362.00,Mitchell County,8161
Montague,965999.00,Montague County,19848
Montgomery,27859472.00,Montgomery County,607583
Moore,3328078.00,Moore County,20931
Morris,657428.00,Morris County,12343
Motley,30896.00,Motley County,1200
Nacogdoches,2556789.00,Nacogdoches County,64846
Navarro,1520866.00,Navarro County,49978
Newton,516384.00,Newton County,13673
Nolan,973510.00,Nolan County,14833
Nueces,19935184.00,Nueces County,362347
Ochiltree,1398079.00,Ochiltree County,9815
Oldham,336304.00,Oldham County,2115
Orange,3286754.00,Orange County,83086
Palo Pinto,1079213.00,Palo Pinto County,29114
Panola,3033146.00,Panola County,23103
Parker,4354517.00,Parker County,143149
Parmer,1032223.00,Parmer County,9555
Pecos,4001420.00,Pecos County,15757
Polk,1265711.00,Polk County,51254
Potter,7901598.00,Potter County,116818
Presidio,238039.00,Presidio County,6612
Rains,197778.00,Rains County,12401
Randall,3637769.00,Randall County,137770
Reagan,6455797.00,Reagan County,3842
Real,66603.00,Real County,3460
Red River,288883.00,Red River County,12095
Reeves,16109739.00,Reeves County,15951
Refugio,484000.00,Refugio County,6824
Roberts,942163.00,Roberts County,837
Robertson,3046148.00,Robertson County,17104
Rockwall,3483511.00,Rockwall County,104862
Runnels,318513.00,Runnels County,10265
Rusk,2769577.00,Rusk County,54386
Sabine,216020.00,Sabine County,10490
San Augustine,1212939.00,San Augustine County,8220
San Jacinto,356020.00,San Jacinto County,28867
San Patricio,2336277.00,San Patricio County,66656
San Saba,179454.00,San Saba County,6009
Schleicher,190128.00,Schleicher County,2801
Scurry,2404029.00,Scurry County,16655
Shackelford,271172.00,Shackelford County,3272
Shelby,1441324.00,Shelby County,25297
Sherman,597860.00,Sherman County,3017
Smith,10889082.00,Smith County,232916
Somervell,1170941.00,Somervell County,9123
Starr,1387854.00,Starr County,64294
Stephens,560642.00,Stephens County,9364
Sterling,320490.00,Sterling County,1295
Stonewall,242357.00,Stonewall County,1336
Sutton,350621.00,Sutton County,3779
Swisher,571428.00,Swisher County,7399
Tarrant,111665897.00,Tarrant County,2101282
Taylor,6079124.00,Taylor County,138141
Terrell,160459.00,Terrell County,752
Terry,777079.00,Terry County,12354
Throckmorton,115144.00,Throckmorton County,1473
Titus,1769032.00,Titus County,32744
Tom Green,5653698.00,Tom Green County,119429
Travis,114678235.00,Travis County,1273567
Trinity,238379.00,Trinity County,14675
Tyler,417686.00,Tyler County,21523
Upshur,855116.00,Upshur County,41705
Upton,8291570.00,Upton County,3644
Uvalde,869584.00,Uvalde County,26794
Val Verde,1594939.00,Val Verde County,49041
Van Zandt,1128834.00,Van Zandt County,56744
Victoria,4105372.00,Victoria County,92021
Walker,1991487.00,Walker County,71700
Waller,2598170.00,Waller County,55311
Ward,5928199.00,Ward County,11985
Washington,1752390.00,Washington County,35626
Webb,12562847.00,Webb County,276387
Wharton,1936733.00,Wharton County,41671
Wheeler,912127.00,Wheeler County,5026
Wichita,5480299.00,Wichita County,132328
Wilbarger,797944.00,Wilbarger County,12695
Willacy,513654.00,Willacy County,21280
Williamson,22043948.00,Williamson County,591823
Wilson,1193728.00,Wilson County,50950
Winkler,2394287.00,Winkler County,7970
Wise,3438374.00,Wise County,69877
Wood,1731404.00,Wood County,45621
Yoakum,3426395.00,Yoakum County,8686
Young,874240.00,Young County,17937
Zapata,879421.00,Zapata County,14221
Zavala,1039023.00,Zavala County,11807
